site_type,lat,lon,city,predicted_score,dist_to_nearest_prior_km,nearest_competitor_km,avg_nearest_5_competitors_km,median_income,resident_pop,workers_in_tract,workers_from_tract,daytime_pop,hwy_aadt,dist_to_highway_meters,dist_to_nearest_dc_miles,dist_to_freeway_ramp_meters,trade_area_population
Rejected Site,38.744556,-121.2645785,Roseville,0.4678,0.094,0.597,0.856,150000,5337,21111,2199,24249,184000.0,676.0119829726539,63.50363810739392,406.2396615857498,5344
Rejected Site,38.7290566,-121.2725258,Roseville,0.4272,1.856,1.939,2.444,104737,3777,1100,1644,3233,202000.0,2080.6478354830806,62.426425923613415,1620.0184368810017,3602
Real In-N-Out,33.6133618,-117.7086348,Laguna Hills,0.5599,5.384,0.817,1.285,75519,4866,4303,1620,7549,268300.0,187.8542868728441,35.57193689061569,118.0791175122631,4796
Rejected Site,33.615002,-117.7052431,Lake Forest,0.4578,0.363,0.469,0.997,75833,6694,1926,2690,5930,268300.0,235.6404524013207,35.5482510353405,126.45073126265385,6230
Rejected Site,33.6164725,-117.7047295,Lake Forest,0.4578,0.17,0.317,0.925,75833,6694,1926,2690,5930,268300.0,377.72025603482297,35.46792756663369,292.83312673096736,6230
Rejected Site,33.6200103,-117.7018818,Lake Forest,0.4607,0.474,0.126,0.816,134618,5302,2399,2472,5229,268300.0,938.4216944072016,35.31401980448277,855.556770129155,4992
Real In-N-Out,33.6949883,-117.8270941,Tustin,0.5666,4.376,2.818,3.369,129311,10073,4934,3650,11357,206900.0,3029.4850475576104,27.934397738832033,43.01355144540176,10643
Rejected Site,33.6950179,-117.826473,Tustin,0.4963,0.058,2.873,3.394,129311,10073,4934,3650,11357,206900.0,3074.66714519793,27.94223444323714,67.81739415968522,10643
Real In-N-Out,33.8488503,-118.3531603,Torrance,0.5453,4.875,0.109,0.89,157314,4413,8022,1935,10500,69000.0,61.635538110435824,27.71102462131843,3230.64155285107,4295
Rejected Site,37.6770974,-122.4675637,Colma,0.4904,1.297,0.683,1.832,101103,2683,4451,1465,5669,186000.0,432.8195477774816,65.19962937250541,287.72656847225073,2654
Rejected Site,37.6712453,-122.4643197,Colma,0.4904,0.711,0.522,2.244,101103,2683,4451,1465,5669,186000.0,274.8262886100782,65.091907522579,98.61236157574378,2654
Rejected Site,37.6711796,-122.4644054,Colma,0.4725,0.011,0.515,2.243,101103,2683,4451,1465,5669,186000.0,261.7184945887489,65.09729157217315,85.3701399456072,2654
Rejected Site,33.748689,-118.406977,Rancho Palos Verdes,0.4608,9.105,10.727,17.864,149205,5124,1370,2480,4014,30000.0,9714.97398999344,34.48136434233084,12774.330346904191,4911
Real In-N-Out,37.1009831,-121.0145701,Santa Nella,0.5206,49.368,0.084,0.77,68654,3891,2017,1514,4394,10400.0,139.79135742546384,52.18752470896412,436.03401713387353,4021
Rejected Site,33.6854525,-117.8111542,Irvine,0.4066,1.772,1.772,2.977,115547,6017,1976,2086,5907,180000.0,2478.604762893633,28.827051901826643,1647.8103925594369,6089
Rejected Site,33.9615176,-117.5588523,,0.4738,8.059,1.58,6.406,128667,4180,1964,2037,4107,142000.0,2145.260793103048,24.51783399556413,1771.0076752069872,3836
Rejected Site,38.6788959,-121.2688763,Citrus Heights,0.4605,5.587,0.628,5.479,74145,5228,1219,1999,4448,202000.0,6064.1121032831725,58.966551734077825,5918.002359060519,5330
Rejected Site,37.595056,-120.9382586,Ceres,0.44,16.289,0.168,11.726,56353,4436,1630,1654,4412,117500.0,2451.2710871819613,24.839888390808312,1877.0539195944264,4520
Rejected Site,37.5954575,-120.938261,,0.3842,0.045,0.191,11.697,56353,4436,1630,1654,4412,117500.0,2453.0127351011306,24.82203848758539,1905.6490776110363,4520
Rejected Site,33.5857158,-117.6733234,Mission Viejo,0.4181,3.91,2.387,2.721,205588,2460,864,1043,2281,162800.0,764.020632429614,38.15564910913478,279.35259538820105,2420
Rejected Site,33.5850923,-117.673199,Mission Viejo,0.4103,0.07,2.443,2.757,205588,2460,864,1043,2281,162800.0,679.6495305354495,38.19757896135874,199.15290182619648,2420
Rejected Site,35.2944046,-120.670497,San Luis Obispo,0.4768,19.72,0.927,1.849,47961,4513,656,1415,3754,26000.0,272.7074965498799,175.05126040285637,1212.2207489559062,4628
Rejected Site,36.8366478,-121.3897407,Hollister,0.5153,25.845,0.062,0.178,104707,5860,1288,2526,4622,7500.0,1591.4057573316486,68.46920328741983,19990.503005059058,6199
Rejected Site,36.8366478,-121.3897407,Hollister,0.5153,25.845,0.062,0.178,104707,5860,1288,2526,4622,7500.0,1591.4057573316486,68.46920328741983,19990.503005059058,6199
Rejected Site,35.6147289,-120.683261,Paso Robles,0.4901,35.637,0.093,1.204,87885,5888,468,2603,3753,71000.0,962.3244426690655,156.23444445373812,597.8766135447048,5989
Real In-N-Out,33.8319575,-117.835679,Orange,0.5379,5.09,5.191,6.147,156250,4986,1494,2309,4171,212900.0,376.4672983589997,18.824215072189855,53.04225604087683,4848
Rejected Site,33.8324617,-117.8358946,Orange,0.4943,0.059,5.188,6.14,156250,4986,1494,2309,4171,212900.0,310.31565663041266,18.78731645564524,28.26426594889661,4848
Rejected Site,33.8313075,-117.835205,Orange,0.4513,0.085,5.213,6.173,156250,4986,1494,2309,4171,212900.0,464.6834915107244,18.876066396346303,109.13562686692738,4848
Rejected Site,33.8304298,-117.8367134,Orange,0.442,0.17,5.053,6.036,107250,5905,1611,2716,4800,212900.0,593.6655556757468,18.899404721720085,260.63612233133256,5877
Rejected Site,33.8294656,-117.8357428,Orange,0.4182,0.14,5.114,6.098,156250,4986,1494,2309,4171,212900.0,710.477868221314,18.982044669635343,191.23392704170269,4848
Rejected Site,33.8286551,-117.8356628,Orange,0.4182,0.09,5.102,6.092,156250,4986,1494,2309,4171,212900.0,818.9782325160423,19.03560768859763,266.22167714279635,4848
Rejected Site,37.309386,-121.0192989,Newman,0.4469,23.177,20.371,21.101,69075,5892,979,1960,4911,9000.0,621.3274451389473,38.518241938335066,9449.22272305463,5593
Rejected Site,37.309386,-121.0192989,Newman,0.4469,23.177,20.371,21.101,69075,5892,979,1960,4911,9000.0,621.3274451389473,38.518241938335066,9449.22272305463,5593
Rejected Site,33.6596831,-117.8611695,Newport Beach,0.4827,2.177,1.312,1.974,99012,12009,78095,4952,85152,72100.0,691.5810264244058,29.85079586394725,628.1638885726892,12918
Rejected Site,33.6487314,-117.8321091,Irvine,0.4376,0.803,0.851,2.866,70748,3974,1130,1023,4081,39100.0,2592.3599929033035,30.948330628432913,2388.957899404942,3970
Rejected Site,35.0367643,-120.485754,Nipomo,0.4818,9.385,8.354,8.808,95202,6073,974,2495,4552,65000.0,114.1356906364488,157.90686432524978,161.2697293848529,5953
Rejected Site,33.7748203,-118.3751955,Rolling Hills Estates,0.4376,4.132,4.132,10.357,155385,2782,2156,1703,3235,39500.0,4847.466823819197,31.91797626776904,9674.297711513316,2795
Rejected Site,35.5825159,-120.6973234,,0.4902,3.801,0.245,2.549,121635,4733,2823,2020,5536,71000.0,956.4851220356556,158.24652782746253,727.4273683223878,4639
Rejected Site,33.9602413,-118.377844,,0.4128,1.892,1.226,5.02,139821,3173,934,1518,2589,322000.0,943.4128218635168,25.33863914118575,989.4650750081644,3149
Rejected Site,33.9602858,-118.3784235,,0.4068,0.054,1.22,5.02,139821,3173,934,1518,2589,322000.0,1005.6879252743728,25.36882091695224,1052.4781952923863,3149
Rejected Site,33.6718739,-117.8350618,,0.4626,2.469,0.968,1.826,63534,4818,469,1528,3759,206900.0,1150.2901604357996,29.356811672553743,641.0087841324087,4641
Rejected Site,33.8061935,-118.3296468,,0.4512,0.387,3.623,6.315,111250,4935,22118,2236,24817,54000.0,1923.3458923563717,28.52674743668908,4557.841493319699,4639
Real In-N-Out,36.8369068,-119.7005714,Clovis,0.561,9.155,3.03,3.841,52386,5139,3953,2198,6894,56000.0,315.7138234383661,110.67554957913129,198.96988059731945,5188
Rejected Site,36.836901,-119.6995646,Clovis,0.4736,0.09,3.106,3.89,72594,3549,6391,1617,8323,56000.0,427.7227798305367,110.719324993574,271.5081763378743,3657
Rejected Site,36.8359923,-119.6995456,Clovis,0.4413,0.101,3.162,3.832,72594,3549,6391,1617,8323,56000.0,452.5521668394667,110.75922849906487,324.1986604858273,3657
Rejected Site,36.74288,-119.771946,Fresno,0.4795,4.236,1.951,3.497,56206,3223,485,1253,2455,136000.0,582.0027585619124,111.88404794948536,478.3126801089377,3177
Rejected Site,37.6532538,-120.957856,Modesto,0.4838,6.654,1.585,2.481,65942,6616,1770,2520,5866,20200.0,2114.455943547711,21.57695770462307,5373.648773708983,6219
Real In-N-Out,33.8385765,-117.9412639,Anaheim,0.5247,2.204,2.145,2.484,85272,7808,2797,3809,6796,219000.0,350.09133684022765,16.982971297832872,265.9927709909993,7781
Rejected Site,33.8403331,-117.9421217,,0.4257,0.211,2.087,2.415,62875,7831,1401,3754,5478,219000.0,586.5310819916667,16.858735127124305,442.51207121966905,7388
Rejected Site,33.841194,-117.9413004,Anaheim,0.4214,0.122,1.97,2.333,65000,6404,1382,3154,4632,219000.0,699.7276436524212,16.802508753229937,589.5178301801669,6338
Rejected Site,33.84271,-117.941204,Anaheim,0.4085,0.169,1.872,2.249,65000,6404,1382,3154,4632,219000.0,903.1924432541,16.698447043847423,768.5918435121016,6338
Rejected Site,35.269265,-120.670827,San Luis Obispo,0.5171,2.796,0.074,1.245,58279,3420,6458,1609,8269,70000.0,517.3913901637486,174.26666434936615,305.86267038525466,3683
Real In-N-Out,32.8390346,-116.9939069,Santee,0.5592,6.03,0.181,0.397,116406,3889,2874,1909,4854,84000.0,779.5882282764793,102.42939902117853,519.0672183042792,3900
Real In-N-Out,38.6553873,-121.525903,Sacramento,0.5232,2.792,0.093,1.484,84267,2465,3096,867,4694,158000.0,790.6112168512772,58.76782581047026,573.1664928515846,2515
Rejected Site,38.654643,-121.526989,Sacramento,0.4578,0.125,0.094,1.455,84267,2465,3096,867,4694,158000.0,689.3010070648527,58.730672352970736,463.2873806621752,2515
Rejected Site,38.6418727,-121.532807,Sacramento,0.4507,1.507,1.206,1.452,95021,5384,920,2487,3817,158000.0,1984.3340239709892,57.94274796112227,430.4601270624748,5308
Rejected Site,38.6418509,-121.53288,Sacramento,0.4446,0.007,1.212,1.457,95021,5384,920,2487,3817,158000.0,1987.2318094314733,57.94219058787632,439.15794812986513,5308
Rejected Site,38.6564244,-121.509741,Sacramento,0.4272,1.408,1.499,1.768,95930,4334,1847,1752,4429,158000.0,2587.94875058044,58.651731425311766,2377.23957190906,4377
Rejected Site,38.6546034,-121.5282273,,0.4568,0.108,0.108,0.855,84267,2465,3096,867,4694,158000.0,558.8726137283586,58.7428617451833,331.84682573092687,2515
Rejected Site,32.8400645,-116.989131,Santee,0.4494,0.461,0.041,0.845,116406,3889,2874,1909,4854,84000.0,683.2826100003613,102.51949446445276,644.8868774728708,3900
Rejected Site,32.8374612,-116.994394,Santee,0.4342,0.181,0.257,0.696,86786,4041,2627,1825,4843,84000.0,697.6069952036428,102.50561314711231,362.277798007695,4021
Rejected Site,36.8370916,-119.6845302,Clovis,0.4591,1.338,1.338,3.177,72594,3549,6391,1617,8323,44500.0,508.316667988419,111.36238229274984,444.0739631638624,3657
Rejected Site,36.8380625,-119.6812209,Clovis,0.4552,0.314,1.638,3.46,112744,6033,1523,2493,5063,44500.0,494.0080735898737,111.46460122825688,339.00172882985635,6191
Rejected Site,32.8381964,-116.984159,Santee,0.4403,0.509,0.264,0.441,86786,4041,2627,1825,4843,84000.0,678.3179760771977,102.78438836041704,567.6439594444222,4021
Rejected Site,32.840992,-116.9813398,Santee,0.4577,0.407,0.136,0.51,137792,4409,2443,1512,5340,84000.0,1089.6082188241114,102.71153332569764,949.807031686258,4453
Rejected Site,32.8410479,-116.981274,Santee,0.4577,0.009,0.128,0.513,137792,4409,2443,1512,5340,84000.0,1098.7398954593666,102.7103806179434,958.6346773129716,4453
Rejected Site,33.8469247,-117.926308,,0.4145,1.453,0.533,1.157,65000,6404,1382,3154,4632,205100.0,951.1115759297146,16.489029216596972,851.676107549663,6338
Rejected Site,33.8467294,-117.9241436,Anaheim,0.4085,0.201,0.499,1.138,65000,6404,1382,3154,4632,205100.0,949.2743793957652,16.51779479543446,852.3538132845612,6338
Real In-N-Out,33.7003858,-117.988592,Huntington Beach,0.5283,6.509,1.871,2.604,118584,5608,1144,2369,4383,66500.0,123.65968120118931,26.533895323144232,3054.7101735095193,5312
Rejected Site,33.7439964,-118.1021901,Seal Beach,0.4128,1.814,4.264,6.121,110799,2720,1027,1452,2295,47300.0,852.5463801402154,24.830493135256138,3931.89021758441,2977
Real In-N-Out,38.0893983,-122.5547212,Novato,0.5735,17.148,24.21,24.408,153500,2787,2483,1403,3867,117000.0,637.485190398263,71.33518119290822,130.43418347354117,2770
Rejected Site,38.1012803,-122.5695903,Novato,0.4227,1.854,1.327,5.691,99174,5574,1342,2478,4438,87000.0,961.5762224390448,72.32454292218023,891.3772123770685,5274
Real In-N-Out,36.3212857,-119.6735995,Hanford,0.5622,32.208,0.029,0.755,89614,5076,5597,2064,8609,40500.0,368.6309540204966,136.70255098993093,266.5749151619881,5558
Rejected Site,36.707051,-119.5740124,Sanger,0.457,17.418,11.204,13.982,48870,4805,2288,1791,5302,37500.0,4468.105508962005,121.7669396056319,9194.243195055758,4487
Rejected Site,33.8115724,-117.9203186,Anaheim,0.4519,3.572,0.034,0.06,0,32,9091,129,8994,192200.0,732.1137798822926,18.95359478465288,631.8109734751331,24
Rejected Site,38.0008802,-122.461478,,0.4553,12.523,6.175,7.616,119600,5562,3886,2476,6972,176000.0,7447.995240878205,65.06554629073528,7446.409737695702,5991
Rejected Site,38.2436407,-122.6314258,Petaluma,0.4727,1.366,1.152,10.822,103101,5116,1994,2087,5023,95000.0,603.1864496001206,78.56858847813083,354.7399561362516,5130
Real In-N-Out,37.5204744,-120.8817351,Turlock,0.5701,9.675,0.102,3.639,92273,3494,2711,1315,4890,112000.0,442.64764609653537,30.578441577170825,288.5199679117903,3472
Rejected Site,37.5195909,-120.8801935,Turlock,0.4342,0.168,0.078,3.586,92273,3494,2711,1315,4890,112000.0,651.2929380091141,30.681656994697693,415.9154417259355,3472
Rejected Site,37.5215075,-120.8870421,Turlock,0.5022,0.482,0.584,3.947,56455,3994,3561,1556,5999,112000.0,157.13756269262538,30.31906024291692,71.43854228924708,3978
Rejected Site,37.5215127,-120.8888594,Turlock,0.4854,0.16,0.74,4.055,56455,3994,3561,1556,5999,112000.0,357.24429141367796,30.247111989134435,250.3898457801308,3978
Rejected Site,38.282661,-122.459523,,0.4791,15.067,1.269,10.186,95313,4837,1706,1648,4895,7000.0,304.1058109050516,71.10069004574594,17395.963671529833,4759
Rejected Site,38.282661,-122.459523,,0.4791,15.067,1.269,10.186,95313,4837,1706,1648,4895,7000.0,304.1058109050516,71.10069004574594,17395.963671529833,4759
Real In-N-Out,33.9085328,-117.5616904,Norco,0.5707,5.64,0.813,1.03,119447,3857,3537,1771,5623,146000.0,339.4439400950406,25.87006508384641,235.07239330631916,3894
Rejected Site,33.9091929,-117.5598394,Norco,0.4539,0.186,0.719,1.043,143218,5485,2055,2835,4705,146000.0,115.18617186983512,25.942418441512903,88.35312007705738,5460
Real In-N-Out,38.6702663,-121.7279475,Woodland,0.5546,12.034,5.184,6.984,116950,7168,7618,3516,11270,60000.0,488.8787222784955,63.04874434747646,284.3775886722748,7761
Rejected Site,38.6703242,-121.7271609,Woodland,0.4349,0.069,5.251,7.039,116950,7168,7618,3516,11270,60000.0,499.940309066084,63.03631695667411,302.0250012155101,7761
Rejected Site,38.6701996,-121.7262955,Woodland,0.4349,0.076,5.327,7.098,116950,7168,7618,3516,11270,60000.0,552.867274687863,63.010645945216325,367.9327399538459,7761
Real In-N-Out,33.0473003,-117.2850115,Encinitas,0.5541,9.405,0.261,0.744,114167,3408,1741,1535,3614,215000.0,255.46415161063393,81.46158667961484,137.25184253722185,3380
Rejected Site,38.2933508,-122.4704305,Sonoma,0.423,1.523,1.128,6.754,100431,4109,2236,1482,4863,9100.0,269.5282047321403,71.95682276571308,18071.769460097206,4350
Rejected Site,36.3293726,-119.290999,,0.4764,2.738,0.184,29.811,31616,1276,10675,500,11451,13000.0,187.04974682695544,150.87416008956754,282.4615061617074,1179
Rejected Site,36.3414719,-119.2782371,Visalia,0.3898,1.765,1.801,29.95,59167,2766,2735,1018,4483,9000.0,1621.0351139270524,150.81238774101948,1984.7197339724837,2931
Rejected Site,36.3258429,-119.2100961,Farmersville,0.5246,6.346,6.668,32.982,95479,4517,2038,2153,4402,32500.0,213.9049531675276,154.3183416265939,51.692593714614155,4759
Rejected Site,33.9026317,-117.561859,Norco,0.46,0.656,0.385,0.708,143218,5485,2055,2835,4705,147000.0,564.3750560820678,26.055591142924214,156.8548387926705,5460
Rejected Site,33.9006496,-117.5620776,Norco,0.4539,0.221,0.176,0.622,143218,5485,2055,2835,4705,147000.0,354.6597685894017,26.110927859532637,111.5979310271662,5460
Rejected Site,33.9001202,-117.5621632,,0.4173,0.059,0.125,0.599,143218,5485,2055,2835,4705,147000.0,310.41374712996173,26.12444860107643,130.70035099011378,5460
Rejected Site,33.8976568,-117.5618726,Norco,0.4539,0.275,0.196,0.627,143218,5485,2055,2835,4705,147000.0,239.6733860589328,26.222311352124752,116.29673763348892,5460
Real In-N-Out,37.9969522,-121.3145439,Stockton,0.5372,3.042,0.726,1.954,75938,5210,3014,1656,6568,111000.0,3648.5437042098943,11.960206707269505,3550.9494592634132,4918
Rejected Site,37.9946845,-121.3134162,Stockton,0.4557,0.271,0.461,1.774,75938,5210,3014,1656,6568,111000.0,3619.678224181585,11.79743195169895,3516.2175718366975,4918
Rejected Site,37.9940512,-121.3131875,Stockton,0.4557,0.073,0.388,1.728,75938,5210,3014,1656,6568,111000.0,3608.526722991309,11.752548576940084,3503.63793206345,4918
Rejected Site,38.0010009,-121.3183327,Stockton,0.4043,0.559,1.258,2.358,59512,3999,2167,1726,4440,111000.0,3624.970086852113,12.26383921544736,3484.496958317452,3988
Rejected Site,37.9892875,-121.312488,Stockton,0.4528,0.533,0.143,1.554,42111,1662,193,684,1171,111000.0,3489.83386433638,11.421443393262273,3376.6433488395373,1631
Rejected Site,37.9900559,-121.319394,,0.4619,0.611,0.307,1.632,70919,4393,3542,1641,6294,111000.0,2768.9423031067945,11.52393568745451,2659.4251547945864,4828
Rejected Site,37.5206975,-120.8809484,Turlock,0.4332,0.074,0.061,0.383,92273,3494,2711,1315,4890,112000.0,513.9766533048904,30.59906901290417,379.4255737004733,3472
Rejected Site,36.3136543,-119.6453038,,0.4245,2.673,5.801,25.153,37377,6366,1027,1892,5501,40500.0,1538.7506683855015,138.12213023931463,1212.4655555654076,6373
Rejected Site,33.788463,-117.888522,,0.5389,3.903,0.341,0.719,68214,8914,20348,2802,26460,181600.0,159.85035386687846,20.823513771479035,108.10232655003512,8293
Real In-N-Out,33.7911921,-118.1401438,Long Beach,0.5538,4.515,0.25,2.731,78639,5642,1778,2117,5303,31500.0,1410.2144382774916,22.67229296324694,1607.9977499153904,5471
Rejected Site,33.8150422,-118.0287316,Cypress,0.4837,3.587,0.615,0.722,118000,5036,803,2378,3461,62500.0,3945.774993604498,18.971120465153085,5256.191366585931,4865
Rejected Site,33.8247503,-118.0287283,,0.4447,1.079,1.685,1.799,80373,5306,3275,2892,5689,68800.0,4029.51483885412,18.315412338742473,4176.68026395873,5431
Rejected Site,33.787349,-118.1395677,,0.4868,0.431,0.601,3.033,85591,4497,3132,2024,5605,31500.0,990.2263706084482,22.89455915090446,2100.5867466283307,4451
Rejected Site,33.7970151,-118.1337178,,0.4272,0.879,0.594,1.475,139777,3089,357,1533,1913,277000.0,1334.170933820202,22.14750638484209,811.6709011992596,3141
Rejected Site,33.7901297,-118.1523074,Long Beach,0.4469,1.13,0.871,1.283,128977,3174,4049,2170,5053,34500.0,1710.8000569180283,23.060604630148827,2149.7111861385956,3242
Rejected Site,33.7895858,-118.1548015,,0.4419,0.238,0.814,1.361,60826,5239,654,2030,3863,34500.0,1433.1020271708437,23.16180903586489,2343.882293956285,4980
Rejected Site,38.5378522,-121.4924816,Sacramento,0.4953,7.8,1.525,3.142,70609,2522,861,1211,2172,163000.0,2067.9076827449708,50.45466777398532,1995.6874441111863,2447
Rejected Site,33.0444589,-117.2939169,,0.4425,0.888,0.281,0.958,141458,2850,5606,1221,7235,215000.0,888.4457108292099,81.39149807216829,810.6742551062575,2749
Rejected Site,33.7958483,-118.1260478,,0.4272,0.721,0.721,0.986,147891,3849,1238,1790,3297,277000.0,943.7321911259152,22.02753183997945,623.9205660335602,3867
Rejected Site,38.5471309,-121.4536925,Sacramento,0.4739,3.528,1.611,2.727,67104,3532,14575,1616,16491,203000.0,2081.479855408208,50.66403313618475,1798.29238121456,3715
Rejected Site,38.4576423,-121.8421018,Dixon,0.5051,13.008,0.042,9.25,93337,6610,1474,2719,5365,225000.0,294.45402641960584,53.04128921492603,107.15230783336196,6656
Rejected Site,37.5214798,-120.8803885,Turlock,0.4332,0.1,0.1,0.29,92273,3494,2711,1315,4890,112000.0,555.7358566256478,30.584199711743548,451.6721530010971,3472
Real In-N-Out,33.8190187,-117.8889219,Anaheim,0.525,3.016,0.066,1.378,86026,3959,630,1873,2716,204100.0,1395.1652379584052,18.755645017769563,1134.8674630461392,4067
Rejected Site,32.8616948,-117.2234069,San Diego,0.4212,0.136,0.136,0.822,60878,5033,151,1708,3476,162500.0,1098.2634312822645,94.48206935874002,887.7522939504519,5287
Rejected Site,33.1370817,-117.176441,San Marcos,0.4666,0.069,0.288,1.032,130552,3942,2088,1986,4044,165000.0,129.9223724745845,79.4337010059854,64.49957302561855,4100
Rejected Site,33.137014,-117.176197,San Marcos,0.4666,0.024,0.307,1.043,130552,3942,2088,1986,4044,165000.0,145.953796622614,79.44552689867852,47.7794832684704,4100
Rejected Site,33.1447851,-117.162145,San Marcos,0.4657,1.568,1.501,2.214,129063,4169,917,1857,3229,165000.0,1016.1124516571336,79.46762041314899,851.360533497178,3980
Real In-N-Out,34.1836629,-118.914599,Newbury Park,0.5368,13.267,2.323,3.373,143000,2848,901,1280,2469,168000.0,388.70683932214735,54.9313901361996,72.91388350693319,2859
Real In-N-Out,34.107881,-117.1937193,Highland,0.5382,7.784,0.164,2.003,74390,4122,3187,2076,5233,94000.0,572.7971019678068,43.901185315939166,496.0639368256976,3958
Rejected Site,33.8055749,-117.9192035,,0.4273,0.675,0.061,0.085,0,32,9091,129,8994,192200.0,1351.3844006230067,19.3724185759376,1234.333700685569,24
Rejected Site,34.1355924,-117.2430984,,0.4795,5.491,3.246,3.767,58958,3281,472,1178,2575,89000.0,691.0921212702904,41.19449440296828,375.89087024163655,3267
Rejected Site,33.8047527,-117.9214377,,0.4212,0.226,0.05,0.15,0,32,9091,129,8994,192200.0,1548.153805838605,19.413401678383845,1433.0565137068986,24
Real In-N-Out,38.5980058,-121.419456,Sacramento,0.55,6.392,0.189,0.559,52958,5820,7773,2225,11368,31000.0,1832.395134204502,53.84669645917194,1525.97444656077,5796
Rejected Site,38.5958082,-121.4148051,Sacramento,0.4541,0.472,0.132,0.369,48261,4161,5034,1416,7779,31000.0,2436.216682703666,53.663389434488785,2127.4363588527076,3965
Rejected Site,38.596419,-121.4110872,Sacramento,0.4278,0.33,0.415,0.598,47040,5134,3617,1884,6867,181000.0,2718.9945848666052,53.67974754447909,2475.2987180838063,4906
Rejected Site,38.5434376,-121.4907461,Sacramento,0.4339,0.639,0.639,1.948,165893,5110,2433,2070,5473,181000.0,1898.2559120543272,50.810366344195515,1825.7831856960072,4980
Real In-N-Out,37.7838136,-122.2772451,Alameda,0.5635,10.013,0.423,1.175,117153,4628,3490,2069,6049,64000.0,73.58833808858473,54.041079141124385,1921.828755717787,5078
Real In-N-Out,37.7838136,-122.2772451,Alameda,0.5635,10.013,0.423,1.175,117153,4628,3490,2069,6049,32000.0,73.58833808858473,54.041079141124385,1921.828755717787,5078
Rejected Site,34.116355,-117.2783692,San Bernardino,0.4075,2.253,2.924,3.008,41964,2718,503,1075,2146,180000.0,2756.960329675428,39.09219601013643,2667.918263694416,3059
Rejected Site,34.1209915,-117.2790832,San Bernardino,0.4043,0.52,2.505,2.936,39420,2928,204,1133,1999,180000.0,2592.537398778939,39.06999528635168,2551.1551892700695,2922
Rejected Site,34.1660518,-117.3320469,San Bernardino,0.4888,6.99,4.346,5.535,83242,7977,847,2952,5872,96000.0,250.48340148199867,36.39248607154594,234.2524665154971,7694
Rejected Site,33.8088377,-117.920707,,0.4364,0.306,0.143,0.169,0,32,9091,129,8994,192200.0,1034.338255337493,19.138303724359567,924.922181858126,24
Rejected Site,33.8001152,-117.919251,,0.4145,0.554,0.554,0.589,71129,6011,1958,3168,4801,192200.0,1670.9766600163898,19.746229787071407,1566.0355228195567,6216
Rejected Site,33.8037515,-117.8873045,Anaheim,0.4339,1.704,0.062,0.586,120042,5437,4452,2491,7398,171300.0,838.6646073738048,19.80489769137509,669.9137541606862,5741
Rejected Site,33.9759479,-117.3374837,,0.4879,7.587,0.139,0.807,43547,3733,622,1421,2934,237000.0,237.5562283711411,36.449752120732725,114.61314732412524,3839
Rejected Site,37.7969935,-122.275527,Oakland,0.4268,1.473,0.458,1.076,176103,755,4100,548,4307,88000.0,271.32264691550023,53.90237109534488,181.411171044313,896
Rejected Site,37.7967027,-122.2653248,,0.451,0.897,0.862,1.013,148235,2279,1822,1625,2476,194000.0,248.38070987371452,53.34706447135467,204.19731406781187,2556
Rejected Site,37.8031883,-122.282176,Oakland,0.4423,0.903,0.795,0.999,45560,1299,1738,478,2559,88000.0,701.9979439026914,54.248994420149145,193.43337406029795,1300
Rejected Site,34.1833433,-118.9154549,,0.4342,0.086,2.267,3.425,143000,2848,901,1280,2469,168000.0,491.4685426154856,54.97726485780789,175.82027043076977,2859
Rejected Site,34.1879033,-118.9117749,,0.469,0.538,2.424,3.218,107694,4409,16276,2000,18685,168000.0,466.8909377851895,54.80746810072087,362.4232322712297,4245
Rejected Site,34.1824094,-118.923973,,0.451,0.79,1.667,3.93,143000,2848,901,1280,2469,150000.0,323.05466288032284,55.45266968206853,213.98721142757816,2859
Rejected Site,34.1823997,-118.9291045,,0.451,0.472,1.35,4.244,150033,4970,1656,2254,4372,150000.0,459.8869891666592,55.7436607655292,237.04398212375725,4923
Rejected Site,34.1832343,-118.928982,Newbury Park,0.4415,0.093,0.093,0.951,150033,4970,1656,2254,4372,150000.0,394.1914232274054,55.74349424468263,155.810473748526,4923
Rejected Site,38.6140601,-121.5155916,Sacramento,0.4763,2.659,0.108,2.039,80028,4199,9614,1727,12086,192000.0,360.6280227935044,55.86207298404763,256.9110185720303,3973
Rejected Site,38.6131969,-121.516512,Sacramento,0.4496,0.125,0.024,2.078,80028,4199,9614,1727,12086,192000.0,501.0987478707267,55.815031146829234,354.23074728861855,3973
Rejected Site,37.8036667,-122.271348,Oakland,0.4436,0.828,0.118,0.444,32077,2907,15185,1261,16831,88000.0,832.4171529944693,53.657517944467486,746.4036142124262,2897
Rejected Site,37.8036092,-122.2702987,,0.448,0.092,0.207,0.464,32077,2907,15185,1261,16831,32000.0,887.7573248741141,53.60043547637236,799.8675862042213,2897
Real In-N-Out,36.6056964,-121.8581583,Seaside,0.5565,21.069,0.948,1.004,83735,6375,3878,2308,7945,25000.0,356.13246944587416,89.83434050857254,322.6417428198802,5844
Real In-N-Out,33.2038979,-117.3838979,Oceanside,0.5715,8.721,0.425,0.678,73365,3367,3544,1419,5492,165000.0,119.62523425911772,69.23094169752817,36.21368082548451,3551
Rejected Site,36.6964584,-121.6693005,Salinas,0.4502,3.129,2.882,3.088,97378,4509,4309,1692,7126,70000.0,551.7263757784862,80.68824758693235,429.7657505459583,4493
