site_type,lat,lon,city,predicted_score,dist_to_nearest_prior_km,nearest_competitor_km,avg_nearest_5_competitors_km,median_income,resident_pop,workers_in_tract,workers_from_tract,daytime_pop,hwy_aadt,dist_to_highway_meters,dist_to_nearest_dc_miles,dist_to_freeway_ramp_meters,trade_area_population
Rejected Site,33.5522847,-117.671483,Mission Viejo,0.4736,0.191,0.471,0.537,111509,6688,9592,3293,12987,144200.0,705.2038267307005,40.29404630821731,283.4338457659733,6459
Rejected Site,33.9297765,-116.9706295,Beaumont,0.4747,1.906,0.628,0.884,60642,1923,1760,833,2850,128000.0,586.4065037861258,57.67651436747864,515.4408368678486,1939
Rejected Site,34.0692686,-117.2620279,San Bernardino,0.4613,0.312,0.255,0.603,58947,2219,18130,1208,19141,185000.0,634.232824053257,39.98665084346083,392.8279737573267,2156
Rejected Site,34.0693287,-117.2630454,San Bernardino,0.4495,0.094,0.318,0.612,58947,2219,18130,1208,19141,185000.0,662.763152419744,39.928360184959864,460.2220860141755,2156
Real In-N-Out,40.7843166,-124.1832519,Eureka,0.5538,155.67,0.063,0.26,48125,5697,2351,2122,5926,32000.0,188.77215248245344,256.23844989886607,3734.316948488016,5705
Rejected Site,40.7873244,-124.1803762,Eureka,0.4663,0.413,0.438,0.538,48125,5697,2351,2122,5926,28500.0,655.3355088915026,256.30943590687554,4233.0567453075755,5705
Rejected Site,39.4325144,-123.805692,Fort Bragg,0.4556,59.021,1.316,24.097,41607,4562,1902,1570,4894,21300.0,55.44078233121613,175.37455335917215,69137.11711914396,4697
Rejected Site,39.4239823,-123.8069067,,0.4001,0.954,0.361,24.126,41607,4562,1902,1570,4894,4850.0,566.635987080463,175.0595304068338,68838.88599280626,4697
Rejected Site,39.4239823,-123.8069067,,0.4001,0.954,0.361,24.126,41607,4562,1902,1570,4894,8700.0,566.635987080463,175.0595304068338,68838.88599280626,4697
Rejected Site,39.4239823,-123.8069067,,0.4001,0.954,0.361,24.126,41607,4562,1902,1570,4894,8700.0,566.635987080463,175.0595304068338,68838.88599280626,4697
Rejected Site,39.4239823,-123.8069067,,0.4001,0.954,0.361,24.126,41607,4562,1902,1570,4894,4850.0,566.635987080463,175.0595304068338,68838.88599280626,4697
Rejected Site,38.4227913,-121.4488162,,0.4394,2.75,1.607,2.22,98017,4968,1826,1970,4824,99000.0,4298.210345268519,42.188775586678986,3856.958242934459,4977
Rejected Site,39.4441105,-123.8050226,,0.4001,1.291,0.936,9.127,58508,3116,1591,1446,3261,17700.0,108.8536910629776,175.8458743682935,69677.0281418054,2856
Rejected Site,39.4441105,-123.8050226,,0.4001,1.291,0.936,9.127,58508,3116,1591,1446,3261,17700.0,108.8536910629776,175.8458743682935,69677.0281418054,2856
Real In-N-Out,33.7298886,-117.9906321,Huntington Beach,0.4878,0.877,0.467,0.761,102417,4565,2536,2328,4773,149800.0,383.79977691863553,24.508593986151467,293.55550100592035,4659
Rejected Site,38.5549214,-121.3723113,Sacramento,0.4871,5.714,2.039,2.199,45160,1992,4627,823,5796,168000.0,943.6256128641496,50.60483859135041,693.702119599298,2070
Rejected Site,33.9822115,-118.0505324,Whittier,0.4316,0.264,0.108,0.537,64444,3360,2078,1753,3685,42000.0,1826.6416642051377,8.69697382600461,2374.738360710721,3093
Rejected Site,33.9822115,-118.0505324,Whittier,0.4316,0.264,0.108,0.537,64444,3360,2078,1753,3685,42000.0,1826.6416642051377,8.69697382600461,2374.738360710721,3093
Rejected Site,33.9411007,-118.0461146,Whittier,0.4419,0.177,0.065,0.325,111149,5942,558,2421,4079,45500.0,3308.439371013448,11.003542709501586,4829.851421346774,5821
Real In-N-Out,33.7363437,-116.4076788,Rancho Mirage,0.5187,8.839,0.899,1.397,80625,3112,3707,1042,5777,21400.0,8797.007767011726,92.1865297859473,8835.269464649406,3170
Real In-N-Out,33.7363437,-116.4076788,Rancho Mirage,0.5187,8.839,0.899,1.397,80625,3112,3707,1042,5777,21400.0,8797.007767011726,92.1865297859473,8835.269464649406,3170
Rejected Site,33.786809,-118.0290036,Garden Grove,0.4612,3.139,0.122,0.279,141129,4543,587,2232,2898,320000.0,2193.003102158015,20.886121545000453,1606.059330627506,4605
Rejected Site,33.7873898,-118.0289413,Garden Grove,0.4314,0.065,0.08,0.248,141129,4543,587,2232,2898,320000.0,2256.003924032605,20.84605603844155,1678.1209854409972,4605
Rejected Site,33.7593505,-117.9034508,,0.4412,1.876,1.608,1.648,56480,5506,1306,1903,4909,203300.0,1999.7675615965552,22.656700747650696,1845.6974905927043,5282
Rejected Site,34.0285191,-118.0155601,,0.5179,2.794,0.009,0.954,114583,6367,3406,2540,7233,242000.0,312.87791357513055,4.941142894763259,100.68718506872392,6606
Rejected Site,40.5392099,-122.3532332,Redding,0.4957,0.417,0.123,1.237,69488,4485,2566,1408,5643,61000.0,243.66578761393947,195.87848879773705,145.7328404309688,4514
Rejected Site,36.2267916,-119.330368,Tulare,0.4869,0.604,0.433,1.27,100904,5441,1947,2150,5238,67000.0,508.09536363555134,154.33449263199742,397.8154422120413,5243
Rejected Site,36.2272233,-119.3304823,Tulare,0.469,0.049,0.45,1.291,100904,5441,1947,2150,5238,67000.0,538.0332256077099,154.308566558863,429.69341334353726,5243
Rejected Site,36.2268189,-119.331408,,0.469,0.093,0.445,1.265,100904,5441,1947,2150,5238,67000.0,426.55259077847495,154.29306264792527,320.89999407020787,5243
Rejected Site,36.2291938,-119.3314125,Tulare,0.469,0.234,0.585,1.412,100904,5441,1947,2150,5238,67000.0,706.441306981195,154.17450038655537,556.5944855411115,5243
Rejected Site,33.70605,-116.2816986,La Quinta,0.537,4.586,0.298,1.298,66509,5196,3834,1590,7440,83500.0,5988.3622957001835,99.71730328517576,5862.2624372548735,5054
Real In-N-Out,36.3566491,-119.2974745,Visalia,0.5327,2.412,0.097,1.451,87166,9887,969,3892,6964,20300.0,2050.2057930609008,149.31510371324396,4076.378825484675,10105
Real In-N-Out,36.3566491,-119.2974745,Visalia,0.5327,2.412,0.097,1.451,87166,9887,969,3892,6964,15300.0,2050.2057930609008,149.31510371324396,4076.378825484675,10105
Rejected Site,36.3566085,-119.2985527,Visalia,0.4795,0.097,0.185,1.478,87166,9887,969,3892,6964,20300.0,2052.848282988774,149.27344375251909,4066.530732414365,10105
Rejected Site,36.3566085,-119.2985527,Visalia,0.4795,0.097,0.185,1.478,87166,9887,969,3892,6964,15300.0,2052.848282988774,149.27344375251909,4066.530732414365,10105
Rejected Site,36.36027,-119.2962972,Visalia,0.4085,0.416,0.254,1.662,51616,4069,372,1620,2821,20300.0,2549.5617596932643,149.1912266854998,4584.044041088682,4295
Rejected Site,33.7162773,-116.2938651,La Quinta,0.4376,1.6,0.234,0.951,85833,3704,2130,1554,4280,83500.0,5157.7864870500025,98.855292730283,5090.610726509232,3346
Rejected Site,36.3558596,-119.2957113,,0.4085,0.181,0.166,0.589,51616,4069,372,1620,2821,20300.0,1942.3238545842155,149.42381595057518,3978.7395328540774,4295
Rejected Site,33.7297461,-117.9983594,Huntington Beach,0.4375,0.515,0.515,0.731,102417,4565,2536,2328,4773,86200.0,1070.0892352919611,24.55304968866611,892.8658643465822,4659
Rejected Site,33.6924946,-117.9892286,Huntington Beach,0.4587,0.879,0.933,1.055,67598,3904,2388,1957,4335,67100.0,198.5140989089909,27.07995573165753,3873.553487279362,3575
Real In-N-Out,34.0745597,-117.3708177,Rialto,0.5177,5.933,0.109,0.161,67610,4539,1312,1985,3866,178000.0,754.5807546430053,33.75735996517347,717.1426619287205,4844
Rejected Site,33.8014336,-116.3886568,Rancho Mirage,0.451,1.972,0.526,2.124,134271,2734,1478,795,3417,120000.0,648.6298982860216,92.1511357747622,527.6446773581054,2842
Rejected Site,33.821975,-116.4065567,Cathedral City,0.4797,0.849,0.669,3.06,83472,3477,2906,979,5404,119000.0,800.095250248814,90.84585752507856,214.84786247354597,3907
Rejected Site,33.8193767,-116.4586112,Cathedral City,0.4756,4.817,0.583,2.075,56397,5167,1119,2072,4214,18500.0,3838.5943159061103,87.96473061931441,3734.582172286896,5051
Real In-N-Out,33.8726142,-118.2481617,Compton,0.5315,5.481,0.037,0.65,46719,4329,14886,1815,17400,202000.0,109.43511728777317,21.98513233979052,45.4762719123533,4207
Rejected Site,33.8718492,-118.2481241,Compton,0.444,0.085,0.089,0.672,46719,4329,14886,1815,17400,202000.0,204.67441776576737,22.01868063604214,142.25886658535956,4207
Rejected Site,33.8718492,-118.2479704,,0.444,0.014,0.085,0.679,46719,4329,14886,1815,17400,202000.0,210.60114760667037,22.012111014019563,140.81831740312583,4207
Rejected Site,33.8718492,-118.2478824,Compton,0.444,0.008,0.083,0.683,46719,4329,14886,1815,17400,202000.0,214.5357240581994,22.008350318161,140.9251442305635,4207
Rejected Site,33.8715302,-118.2489813,,0.444,0.087,0.11,0.655,118657,5829,7927,2327,11429,202000.0,239.54104405669383,22.07000590458917,217.07442230474,5776
Rejected Site,33.8711804,-118.249004,,0.444,0.039,0.145,0.671,118657,5829,7927,2327,11429,202000.0,286.38092714599827,22.08706282924515,259.09299412586967,5776
Rejected Site,36.3514494,-119.297431,Visalia,0.4376,0.514,0.514,0.691,62292,4122,382,1396,3108,20300.0,1332.069475866101,149.56357189759734,3359.0566176201164,4159
Rejected Site,36.3514494,-119.297431,Visalia,0.4376,0.514,0.514,0.691,62292,4122,382,1396,3108,15300.0,1332.069475866101,149.56357189759734,3359.0566176201164,4159
Real In-N-Out,33.71257,-116.29265,La Quinta,0.5451,0.427,0.193,0.49,66509,5196,3834,1590,7440,83500.0,5537.347838433477,98.9905981754825,5478.810271164952,5054
Real In-N-Out,32.5774169,-117.0805352,San Diego,0.4879,9.47,0.089,0.733,64188,6462,493,2826,4129,147500.0,230.6828065545613,115.7590851161292,154.0037720303981,6168
Rejected Site,34.1210503,-117.3708535,Rialto,0.4724,1.489,0.116,0.989,72188,8036,1280,2431,6885,27500.0,1743.054273567345,33.83659236213407,1926.8890671805968,7861
Real In-N-Out,34.0146824,-117.4618363,Jurupa Valley,0.5368,4.271,2.363,2.893,104405,3331,747,1937,2141,162000.0,222.0594971468136,28.954330456107996,152.3790198193314,3222
Rejected Site,32.5843149,-117.1140669,Imperial Beach,0.4612,3.234,0.151,0.274,64357,5304,926,2353,3877,147500.0,2956.330988814451,114.49185912079945,2584.2877671304977,5586
Rejected Site,32.5842244,-117.1146708,Imperial Beach,0.4314,0.057,0.1,0.242,64357,5304,926,2353,3877,147500.0,3023.3117034593283,114.48266271693534,2651.1575042448253,5586
Rejected Site,32.606602,-117.0658454,Chula Vista,0.4379,3.525,0.078,0.229,50647,5582,1185,2866,3901,165000.0,2690.719912751452,114.32807431668137,2581.7620966109844,6002
Rejected Site,34.0146295,-117.4610811,Jurupa Valley,0.4342,0.07,2.293,2.869,104405,3331,747,1937,2141,162000.0,269.592174357862,28.997552109768193,218.59639989939313,3222
Rejected Site,34.0635623,-117.493899,,0.5655,5.551,2.594,2.976,81382,6106,16402,2280,20228,191000.0,653.6824909778734,26.751343341743407,366.2962667587552,5942
Rejected Site,36.3578037,-119.2974105,,0.4795,0.129,0.083,0.182,87166,9887,969,3892,6964,20300.0,2209.438873815365,149.26297112399715,4236.132733752348,10105
Rejected Site,36.3578037,-119.2974105,,0.4795,0.129,0.083,0.182,87166,9887,969,3892,6964,15300.0,2209.438873815365,149.26297112399715,4236.132733752348,10105
Real In-N-Out,38.414588,-122.7129892,Santa Rosa,0.5419,4.467,0.117,0.215,50417,3142,2796,1424,4514,126000.0,324.50865253813964,87.45487114115267,226.5262936349604,2963
Rejected Site,38.2022708,-122.158393,,0.5707,9.238,1.759,2.693,161974,5216,2160,2272,5104,124000.0,126.03726280030575,54.03997046902836,256.1500787617834,5524
Rejected Site,38.3260516,-122.705645,Cotati,0.4626,2.469,0.773,1.169,78094,2810,561,1742,1629,98000.0,1052.6738849938145,84.46098592283892,809.7193665042033,3180
Rejected Site,34.0676968,-117.3271092,,0.5181,4.098,2.594,2.639,80625,4645,2336,1742,5239,184000.0,349.72392161174116,36.26958057639694,188.47859204976933,5111
Rejected Site,34.0676488,-117.3266515,,0.4725,0.042,2.563,2.609,80625,4645,2336,1742,5239,184000.0,306.056186198548,36.29585688604163,185.0076713802916,5111
Rejected Site,34.091746,-117.3141337,,0.4425,2.186,0.078,1.355,76852,2496,18748,1214,20030,197000.0,1353.661442297162,36.9927865911696,1321.8463997988276,2519
Rejected Site,34.01778,-117.5059105,,0.4865,4.077,2.606,3.097,89784,6953,784,2509,5228,178000.0,153.40135554498474,26.432614005792765,117.14911222740008,6617
Rejected Site,34.0169896,-117.5068697,,0.4455,0.125,2.482,3.152,64375,3599,4062,1783,5878,178000.0,231.7173540707722,26.388203286541476,150.4960125187468,3689
Real In-N-Out,33.8003136,-117.2315808,Perris,0.5572,0.234,0.234,0.393,59671,4782,3345,1776,6351,123000.0,306.58705678370086,46.14441918363888,36.270085226157185,4724
Rejected Site,33.708495,-116.2415454,,0.3986,1.01,0.029,0.975,48824,4821,1638,1977,4482,83500.0,4212.99711574474,101.89560260508584,4070.285055914809,5029
Rejected Site,33.7123479,-116.2377945,,0.4248,0.483,0.364,0.667,48824,4821,1638,1977,4482,83500.0,3636.7018302496977,102.03412383717034,3516.462346738949,5029
Rejected Site,33.7407905,-116.2639506,,0.4865,3.884,0.162,2.813,71058,2354,310,633,2031,83500.0,1477.6735682945716,100.08536809580396,958.1005508043712,2247
Rejected Site,33.741589,-116.2649766,,0.4316,0.13,0.205,2.781,68333,2970,690,857,2803,83500.0,1325.7292564212864,100.01476540380024,840.8463921105573,3060
Rejected Site,33.7413537,-116.2638621,,0.4552,0.063,0.215,2.824,71058,2354,310,633,2031,83500.0,1421.457691797891,100.0807842196048,885.2943979069033,2247
Rejected Site,34.0778564,-117.4366682,Fontana,0.4084,0.344,0.095,0.163,49830,5916,404,2279,4041,185000.0,1403.2694755505877,29.9876648181457,1322.1050017173952,6021
Rejected Site,32.613296,-117.0694836,Chula Vista,0.4339,0.819,0.127,0.358,63585,6791,1424,3059,5156,175000.0,2423.6123399993317,113.82006223254162,2224.4642556790045,6909
Rejected Site,32.6049499,-117.06537,,0.4085,0.189,0.111,0.183,50647,5582,1185,2866,3901,165000.0,2728.352571920799,114.4424535623128,2619.461718070705,6002
Rejected Site,38.268836,-122.6399624,,0.4806,2.899,1.652,1.92,147857,4495,3641,2224,5912,95000.0,3359.27016832542,79.64167329725684,2990.301317533348,4562
Real In-N-Out,33.5001585,-117.6602527,,0.4982,0.127,0.076,0.103,120114,7516,8437,3571,12382,46600.0,265.16797138184364,43.84993274906724,181.27160583141523,8586
Rejected Site,37.9912741,-122.3021871,Pinole,0.4538,0.791,0.066,0.16,100399,7573,2198,3252,6519,182000.0,287.89804615684125,56.42918023528625,155.6468902704817,7793
Rejected Site,34.0147664,-117.5239354,Jurupa Valley,0.4704,1.592,1.592,2.207,132059,8764,26094,4285,30573,178000.0,453.0823519244562,25.456327213025983,396.1370769183865,10122
Real In-N-Out,35.7473667,-119.2476327,Delano,0.5392,40.859,0.096,1.68,34583,6118,521,1537,5102,71000.0,414.9666005600973,135.99762408726068,335.7378748702641,6067
Rejected Site,38.414567,-122.7129751,,0.4544,0.003,0.115,0.214,50417,3142,2796,1424,4514,126000.0,326.13516542186943,87.45352829877616,224.6522009347156,2963
Rejected Site,33.8880521,-117.2270799,Moreno Valley,0.5265,4.372,0.078,1.483,105694,5521,16613,2212,19922,153000.0,4764.9440288877795,44.14161736511113,4584.240536211829,5425
Rejected Site,33.8864996,-117.3002145,Riverside,0.5038,2.39,0.087,1.719,50038,4483,9432,1797,12118,153000.0,3343.813210871207,40.21321328898927,3188.227583836178,4366
Rejected Site,33.6698732,-117.3266353,,0.4393,2.695,2.47,2.578,85750,10670,1900,3957,8613,124000.0,1025.0834871074587,46.25935282942949,961.391525271524,11689
Rejected Site,33.6094761,-117.7313768,Laguna Woods,0.4272,2.15,0.098,1.066,64413,3280,1446,784,3942,268300.0,2732.821848768189,35.31056588595722,2489.9510306079205,3271
Rejected Site,33.8896309,-117.3259503,,0.4379,2.401,0.095,0.198,147019,6537,1105,2628,5014,157000.0,5607.241703873251,38.75431201173739,5471.421066146836,6453
Rejected Site,33.9166809,-117.2686166,Moreno Valley,0.5038,2.934,0.158,0.389,50038,4483,9432,1797,12118,153000.0,1691.280457752053,41.28193402817115,1349.863950808892,4366
Rejected Site,33.5203113,-117.6191636,,0.4761,0.0,0.218,1.647,170560,6863,1957,3502,5318,41800.0,922.9723354423628,43.58224035533015,4477.4318944124225,7773
Rejected Site,33.5218643,-117.6174321,,0.4492,0.236,0.002,1.552,170560,6863,1957,3502,5318,41800.0,1168.9294643890862,43.53132348003507,4195.4704056185465,7773
Rejected Site,33.521953,-117.6174434,,0.4492,0.01,0.001,1.547,170560,6863,1957,3502,5318,41800.0,1172.065769704787,43.52556489887258,4186.856767557214,7773
Rejected Site,33.5865488,-117.6285863,,0.4248,0.479,0.479,1.705,216600,5547,685,2968,3264,8000.0,2017.940260580049,39.28284689073448,1913.7919570028112,5483
Real In-N-Out,33.7853623,-117.8912184,Orange,0.5369,0.425,0.196,0.348,68214,8914,20348,2802,26460,181600.0,647.6710842177049,21.003417525254548,605.9865925920889,8293
Real In-N-Out,33.7407426,-116.2330971,Indio,0.5363,2.845,0.204,1.232,116000,5477,1321,1987,4811,83500.0,169.2402404487338,101.80459870132096,203.77067195401693,5424
Rejected Site,33.7416013,-116.23345,Indio,0.4445,0.101,0.132,1.228,116000,5477,1321,1987,4811,83500.0,262.2033306302384,101.77066165169688,311.5802979884206,5424
Real In-N-Out,32.5944432,-117.0344183,Chula Vista,0.5103,3.126,0.091,0.821,142096,14978,3190,6163,12005,185000.0,191.59704916032288,115.90391459599157,147.74766925303712,16008
Real In-N-Out,37.6886244,-120.9586361,,0.5071,3.934,0.115,0.523,74750,5462,773,2076,4159,37000.0,3965.088567959315,20.2958472299077,8539.72577635941,5539
Rejected Site,37.7114011,-120.962892,,0.4732,2.56,0.541,1.386,136603,3725,1511,1468,3768,16700.0,3021.2055229667335,19.400561299120703,9867.834275884316,3794
Rejected Site,37.7114918,-120.9666509,,0.4316,0.331,0.87,1.612,136603,3725,1511,1468,3768,16700.0,3101.5713476630735,19.210529203338695,9567.4046089608,3794
Rejected Site,33.6837905,-116.1804845,Coachella,0.4488,5.931,0.044,0.383,59821,6126,1381,2590,4917,40000.0,3191.4525597975,105.73069355907866,1800.7510479756895,6608
Rejected Site,33.6445486,-116.2005945,,0.4522,4.744,2.979,3.47,36745,2270,2251,1169,3352,35000.0,7455.927490227122,105.38872402546468,7049.553896676686,2872
Real In-N-Out,34.3109765,-118.4358181,Sylmar,0.5253,3.997,0.501,0.909,34360,2558,644,1217,1985,86000.0,802.4789620091557,31.3186984012678,520.1309169228175,2352
Rejected Site,32.707247,-117.0098146,Spring Valley,0.5032,5.165,0.085,0.372,76604,4324,941,1779,3486,147500.0,370.2562468706443,109.73684718835136,337.99325431524505,4235
Rejected Site,32.7075001,-117.0089524,Spring Valley,0.4342,0.085,0.062,0.386,76604,4324,941,1779,3486,147500.0,437.3463900206207,109.74651307625194,390.6981991123107,4235
Rejected Site,37.6456993,-121.0131718,Modesto,0.4949,2.191,1.159,1.32,53333,7140,1053,2502,5691,142000.0,347.9454949717095,19.45412584651434,173.92759227638848,7079
Rejected Site,37.6451036,-120.9912645,Modesto,0.4659,1.93,0.211,0.848,26859,2281,9364,722,10923,27000.0,284.7950796428563,20.416147060698805,1801.488265757396,2308
Rejected Site,35.7478943,-119.2483853,,0.47,0.09,0.143,1.675,34583,6118,521,1537,5102,71000.0,512.0831618815623,136.0510791066623,387.7949386227697,6067
Rejected Site,32.7099126,-117.155385,San Diego,0.5461,6.113,0.095,0.236,99041,3874,2272,1893,4253,182500.0,851.9605223431112,105.6288288734658,797.7601398426932,4200
Rejected Site,34.2576839,-118.4699181,Mission Hills,0.5091,2.736,0.014,0.215,101822,2812,1184,1296,2700,225000.0,1131.6796354360358,31.44844707730557,159.91570082277286,2900
Real In-N-Out,36.7427544,-119.699588,,0.5365,6.447,0.084,0.576,69844,7384,700,2410,5674,86000.0,1366.537536032723,114.8789872900192,1296.7218845217851,7366
Rejected Site,35.4130807,-119.0525011,Bakersfield,0.4757,3.366,0.468,1.713,25820,4652,949,1174,4427,97000.0,273.40823088676655,110.70275962165734,174.71209322404127,4840
Rejected Site,36.7649904,-119.8172412,Fresno,0.4714,4.232,0.73,1.009,77012,4203,504,1749,2958,144000.0,1732.3722486515835,109.0051157394945,1685.0193482728407,4086
Rejected Site,35.3821962,-119.1476705,,0.4966,3.536,0.139,1.714,98939,4619,891,1663,3847,81000.0,10719.982090874715,112.1058086607278,2699.740055046543,4600
Rejected Site,35.3992898,-119.0918567,Bakersfield,0.4375,0.33,0.15,0.8,78313,2938,6409,988,8359,97000.0,4450.4480884400855,111.19084899036524,4184.41188422771,2901
Rejected Site,36.0638221,-119.0085126,,0.5248,33.496,0.116,1.567,48519,5117,1962,1364,5715,9400.0,1742.5269045635018,148.9596041572415,3389.1041791060447,5157
Rejected Site,33.7831823,-117.8920994,Orange,0.498,0.256,0.113,0.137,68214,8914,20348,2802,26460,249100.0,634.108054867035,21.141733648414764,479.11118587287694,8293
Rejected Site,33.783169,-117.8920905,Orange,0.4679,0.002,0.112,0.136,68214,8914,20348,2802,26460,249100.0,632.0703353480988,21.142731048549635,477.24621200452657,8293
Rejected Site,33.7820137,-117.8927547,Orange,0.498,0.142,0.028,0.09,68214,8914,20348,2802,26460,249100.0,554.7175031338166,21.21406149283805,341.3696497172645,8293
Rejected Site,33.7818991,-117.8923902,Orange,0.4679,0.036,0.01,0.07,68214,8914,20348,2802,26460,249100.0,515.3762481708023,21.22569567979164,314.7118328185515,8293
Rejected Site,32.7105084,-117.0567267,,0.4394,3.954,2.185,2.575,84637,3908,631,2049,2490,175000.0,2730.5544083658265,108.21325299436484,2701.0715288791407,4020
Rejected Site,32.7095379,-117.0637097,,0.4375,0.662,2.046,2.107,84637,3908,631,2049,2490,175000.0,2322.058528813331,108.07892506680292,2282.5490737991227,4020
Rejected Site,34.2644934,-118.4378774,,0.451,2.049,0.851,0.887,69306,3066,289,1102,2253,76000.0,446.8605267618304,29.95610523347042,274.4572226919254,2977
Rejected Site,36.8359443,-119.7550695,Fresno,0.4531,3.637,0.028,0.236,82269,4430,3713,1781,6362,85000.0,3323.5575871434626,108.37774064703233,3184.50374752752,4365
Rejected Site,34.2909494,-118.4485266,San Fernando,0.4339,1.502,0.642,0.83,59360,6403,3188,2915,6676,178000.0,1972.3731365777,31.296993908624124,1729.052092339249,6315
Rejected Site,37.6887441,-121.0535072,Modesto,0.4568,1.746,0.12,0.348,75898,4726,3707,1890,6543,148000.0,720.6793131577274,15.88587420564244,461.31540238646903,4586
Real In-N-Out,34.0364893,-118.0975591,Monterey Park,0.5599,4.215,0.505,0.78,95556,4141,5653,1825,7969,216000.0,514.572412626611,8.472097650470177,146.05703949920823,4069
Rejected Site,34.0366057,-118.098299,Monterey Park,0.4725,0.069,0.568,0.843,95556,4141,5653,1825,7969,216000.0,598.0608160541449,8.50803537268561,210.8531071800409,4069
Rejected Site,34.0357734,-118.104295,Monterey Park,0.4331,0.56,1.044,1.253,95556,4141,5653,1825,7969,216000.0,1263.3578495681909,8.847117357405917,824.1723040193865,4069
Rejected Site,34.0452326,-118.0309386,South El Monte,0.4766,2.337,0.101,0.719,55909,4673,3342,1766,6249,225000.0,1337.784654668275,4.81323696010848,1156.2468728077351,4660
Rejected Site,34.0454023,-118.0308387,El Monte,0.4364,0.021,0.081,0.715,55909,4673,3342,1766,6249,225000.0,1362.4415343080375,4.801973184277035,1181.2154503962536,4660
Rejected Site,36.7837325,-119.7910335,Fresno,0.4043,1.382,0.249,0.325,37371,4065,579,1566,3078,152000.0,893.4554843372989,109.2123187943543,656.0667765155922,4287
Rejected Site,34.0152533,-118.1295403,Montebello,0.5012,3.259,0.264,0.756,78370,3882,416,1497,2801,232000.0,2442.8255946238555,10.746840217878036,2439.0366198904435,4044
Rejected Site,34.2646786,-118.5150904,,0.4365,2.029,0.248,0.584,89688,4975,1964,1994,4945,203000.0,1861.5677556162536,34.02114256695683,1992.6831197147148,4712
Rejected Site,36.7407652,-119.7860529,Fresno,0.4436,1.279,0.279,0.664,19286,874,15378,488,15764,136000.0,995.0316206256302,111.40736126587024,867.3456240573624,1431
Rejected Site,33.7978832,-116.3876517,Palm Desert,0.4655,0.406,0.215,0.961,129375,6349,4826,2248,8927,120000.0,1123.124813577035,92.2614110094204,898.3400292831188,6407
Rejected Site,34.2637005,-118.5019427,,0.3986,1.213,0.058,0.469,56257,6294,887,2287,4894,232000.0,1765.4321564011386,33.2985000896887,1678.938021434154,6146
Rejected Site,33.7312351,-116.3657373,,0.4526,3.92,0.688,2.14,82308,2606,679,1166,2119,120000.0,7426.512440584152,94.601775224281,7253.244060265502,2458
Rejected Site,33.752086,-117.9205544,,0.4145,1.776,0.66,0.782,65833,6517,1321,3094,4744,212300.0,2083.7954813354017,23.03394525293341,1962.265134530881,6589
Rejected Site,36.576152,-119.6327607,Selma,0.5339,15.47,0.6,9.374,45737,5780,1306,2095,4991,18300.0,450.8467376016437,125.38253520705648,230.44860767470172,5582
Real In-N-Out,33.6923896,-117.3346227,,0.4724,2.611,0.115,0.174,94083,3812,1063,1941,2934,123000.0,310.4581314001559,44.94452408690645,236.6222651296965,3380
Rejected Site,33.6920293,-117.3355063,,0.4424,0.091,0.062,0.159,94083,3812,1063,1941,2934,123000.0,212.4773455096039,44.91912427974303,139.7461778836588,3380
Rejected Site,33.6921299,-117.3356299,,0.4424,0.016,0.046,0.152,94083,3812,1063,1941,2934,123000.0,197.6502949602995,44.9092684924859,124.15426890846904,3380
Rejected Site,33.800941,-117.2297001,,0.4452,0.104,0.104,0.236,59671,4782,3345,1776,6351,123000.0,374.38456576972,46.22350891052412,255.8165732800217,4724
Rejected Site,33.5968095,-117.656401,,0.4145,1.995,0.087,0.251,140250,6173,954,2617,4510,158300.0,2214.1827040786243,37.903335679600566,1922.5750134784032,6004
Rejected Site,33.8693403,-117.5935566,Corona,0.4177,2.299,0.685,0.952,74167,6073,503,2697,3879,251000.0,1821.274085230217,25.735019101133197,1595.845091763173,6289
Real In-N-Out,35.496978,-120.6843963,Atascadero,0.5368,9.583,2.513,5.778,124688,1542,198,870,870,62000.0,143.1890005703173,164.1774326036125,110.99058727274388,1553
